Vial_num,linear_corr_d15n,wt_percent_n,n_notes,linear_corr_d13c,wt_percent_c,c_notes,n_exclude,c_exclude,Year,Phase_1_treat,Phase_1_rep,Phase_1_rep_R,Phase_2_treat,Phase_2_rep,Phase_2_rep_R,Tag_color,Tag_num,Tissue_type,Sample_Name,Notes,Phase_1_DO,Phase_1_temp,Phase_2.1_DO,Phase_2.1_temp
131,10.8,0.2,NA,-6.8,14.9,NA,NA,NA,2024,Hyp,2,Hyp2,Warm,3,Warm3,B,28,S,2024_Hyp02_Warm03_B28_S,NA,Hyp,Ambient,Norm,Warm
132,11.8,4.3,small peak - error on δ15N will be higher,-22.9,33.4,NA,NA,NA,2024,Cont,5,Cont5,Warm,3,Warm3,W,33,T,2024_Cont05_Warm03_W33_T,NA,Norm,Ambient,Norm,Warm
133,12.3,7,NA,-25.2,48,NA,NA,NA,2024,Cont,4,Cont4,Warm,3,Warm3,W,31,T,2024_Cont04_Warm03_W31_T,NA,Norm,Ambient,Norm,Warm
134,12.6,8.3,NA,-25.4,47.9,NA,NA,NA,2024,Hyp,2,Hyp2,Warm,3,Warm3,B,28,T,2024_Hyp02_Warm03_B28_T,NA,Hyp,Ambient,Norm,Warm
135,11.4,0.2,NA,-6.9,15,NA,NA,NA,2024,Both,2,Both2,Warm,3,Warm3,O,27,S,2024_Both02_Warm03_O27_S,NA,Hyp,Warm,Norm,Warm
136,10.9,0.1,small peak - error on δ15N will be higher,-5.6,14.3,NA,NA,NA,2024,Hyp,6,Hyp6,Warm,3,Warm3,B,36,S,2024_Hyp06_Warm03_B36_S,NA,Hyp,Ambient,Norm,Warm
137,11.4,0.1,small peak - error on δ15N will be higher,-7.8,15.7,NA,NA,NA,2024,Warm,3,Warm3,Warm,3,Warm3,G,30,S,2024_Warm03_Warm03_G30_S,NA,Norm,Warm,Norm,Warm
138,13,8.3,NA,-23.5,38.8,NA,NA,NA,2024,Warm,1,Warm1,Warm,3,Warm3,G,25,T,2024_Warm01_Warm03_G25_T,NA,Norm,Warm,Norm,Warm
139,12.1,7.6,NA,-25.4,49.2,NA,NA,NA,2024,Warm,3,Warm3,Warm,3,Warm3,G,30,T,2024_Warm03_Warm03_G30_T,NA,Norm,Warm,Norm,Warm
140,12.2,6.4,NA,-26.1,53.4,NA,NA,NA,2024,Hyp,6,Hyp6,Warm,3,Warm3,B,36,T,2024_Hyp06_Warm03_B36_T,NA,Hyp,Ambient,Norm,Warm
141,12,8,NA,-25.3,45.4,NA,NA,NA,2024,Both,2,Both2,Warm,3,Warm3,O,27,T,2024_Both02_Warm03_O27_T,NA,Hyp,Warm,Norm,Warm
142,13.6,0.2,NA,-7.8,15.7,NA,NA,NA,2024,Warm,1,Warm1,Warm,3,Warm3,G,25,S,2024_Warm01_Warm03_G25_S,SC 3/19 Ended with this one today,Norm,Warm,Norm,Warm
143,12.4,9.6,NA,-24.7,44.4,NA,NA,NA,2024,Warm,4,Warm4,Warm,4,Warm4,G,44,T,2024_Warm04_Warm04_G44_T,SC 3/21 Started with this one today,Norm,Warm,Norm,Warm
144,12.1,8.3,NA,-25.5,49.1,NA,NA,NA,2024,Cont,2,Cont2,Warm,1,Warm1,W,3,T,2024_Cont02_Warm01_W3_T,NA,Norm,Ambient,Norm,Warm
145,12,8.2,NA,-25.7,49.6,NA,NA,NA,2024,Hyp,3,Hyp3,Warm,1,Warm1,B,6,T,2024_Hyp03_Warm01_B6_T,NA,Hyp,Ambient,Norm,Warm
146,11.8,0.2,NA,-8.4,15.9,NA,NA,NA,2024,Warm,4,Warm4,Warm,4,Warm4,G,44,S,2024_Warm04_Warm04_G44_S,NA,Norm,Warm,Norm,Warm
147,11.9,0.2,NA,-8.1,15.9,NA,NA,NA,2024,Cont,2,Cont2,Warm,1,Warm1,W,3,S,2024_Cont02_Warm01_W3_S,NA,Norm,Ambient,Norm,Warm
148,10.5,0.2,NA,-10.3,17.8,NA,NA,NA,2024,Hyp,3,Hyp3,Warm,1,Warm1,B,6,S,2024_Hyp03_Warm01_B6_S,NA,Hyp,Ambient,Norm,Warm
149,12.6,7.8,NA,-24.6,41.1,NA,NA,NA,2024,Warm,3,Warm3,Warm,4,Warm4,G,41,T,2024_Warm03_Warm04_G41_T,NA,Norm,Warm,Norm,Warm
150,11.9,7,NA,-25.1,47.3,NA,NA,NA,2024,Hyp,4,Hyp4,Warm,4,Warm4,B,44,T,2024_Hyp04_Warm04_B44_T,SC 3/21 Ended with this one today,Hyp,Ambient,Norm,Warm
151,11.4,0.2,NA,-7.9,15.8,NA,NA,NA,2024,Hyp,3,Hyp3,Warm,4,Warm4,B,42,S,2024_Hyp03_Warm04_B42_S,SKM 3/21 Started with this one today,Hyp,Ambient,Norm,Warm
152,12.1,0.2,NA,-9,16.9,NA,NA,NA,2024,Cont,1,Cont1,Warm,4,Warm4,W,38,S,2024_Cont01_Warm04_W38_S,NA,Norm,Ambient,Norm,Warm
153,12,0.2,NA,-8,15.9,NA,NA,NA,2024,Both,5,Both5,Warm,4,Warm4,O,46,S,2024_Both05_Warm04_O46_S,NA,Hyp,Warm,Norm,Warm
154,12.1,7.3,NA,-24,39.7,NA,NA,NA,2024,Hyp,3,Hyp3,Warm,4,Warm4,B,42,T,2024_Hyp03_Warm04_B42_T,NA,Hyp,Ambient,Norm,Warm
155,12.4,6.7,NA,-23.5,36.9,NA,NA,NA,2024,Cont,1,Cont1,Warm,4,Warm4,W,38,T,2024_Cont01_Warm04_W38_T,NA,Norm,Ambient,Norm,Warm
156,12.1,6.4,small peak - error on δ15N will be higher,-24.5,36.4,NA,NA,NA,2024,Both,5,Both5,Warm,4,Warm4,O,46,T,2024_Both05_Warm04_O46_T,NA,Hyp,Warm,Norm,Warm
157,10.6,0.2,NA,-7,15.3,NA,NA,NA,2024,Both,2,Both2,Warm,4,Warm4,O,40,S,2024_Both02_Warm04_O40_S,NA,Hyp,Warm,Norm,Warm
158,11.3,0.1,small peak - error on δ15N will be higher,-7.7,15.9,NA,NA,NA,2024,Both,3,Both3,Warm,3,Warm3,O,29,S,2024_Both03_Warm03_O29_S,NA,Hyp,Warm,Norm,Warm
159,9.1,0.2,NA,-7.3,15.4,NA,NA,NA,2024,Hyp,2,Hyp2,Warm,5,Warm5,B,52,S,2024_Hyp02_Warm05_B52_S,NA,Hyp,Ambient,Norm,Warm
160,12.2,5.6,small peak - error on δ15N will be higher,-24.9,40.6,NA,NA,NA,2024,Both,2,Both2,Warm,4,Warm4,O,40,T,2024_Both02_Warm04_O40_T,NA,Hyp,Warm,Norm,Warm
161,11.9,7.2,NA,-23.8,39.6,NA,NA,NA,2024,Both,3,Both3,Warm,3,Warm3,O,29,T,2024_Both03_Warm03_O29_T,NA,Hyp,Warm,Norm,Warm
162,12.2,7.7,NA,-24.7,43,NA,NA,NA,2024,Hyp,2,Hyp2,Warm,5,Warm5,B,52,T,2024_Hyp02_Warm05_B52_T,3/24 SKM ended with this one today,Hyp,Ambient,Norm,Warm
163,12,0.2,NA,-6.9,15.1,NA,NA,NA,2024,Hyp,6,Hyp6,Warm,5,Warm5,B,59,S,2024_Hyp06_Warm05_B59_S,3/26 SC started with this one today,Hyp,Ambient,Norm,Warm
164,11.9,0.3,NA,-8.9,15.6,NA,Y,Y,2024,Warm,1,Warm1,Warm,5,Warm5,G,49,S,2024_Warm01_Warm05_G49_S,NA,Norm,Warm,Norm,Warm
165,12.6,0.4,NA,-7.5,15.6,NA,NA,NA,2024,Cont,5,Cont5,Warm,5,Warm5,W,57,S,2024_Cont05_Warm05_W57_S,NA,Norm,Ambient,Norm,Warm
166,12.6,9.3,NA,-24.2,42.5,NA,NA,NA,2024,Hyp,6,Hyp6,Warm,5,Warm5,B,59,T,2024_Hyp06_Warm05_B59_T,NA,Hyp,Ambient,Norm,Warm
167,11.9,6.7,NA,-24.3,37.9,NA,Y,Y,2024,Warm,1,Warm1,Warm,5,Warm5,G,49,T,2024_Warm01_Warm05_G49_T,NA,Norm,Warm,Norm,Warm
168,12.4,9.7,NA,-24.5,40.8,NA,NA,NA,2024,Cont,5,Cont5,Warm,5,Warm5,W,57,T,2024_Cont05_Warm05_W57_T,NA,Norm,Ambient,Norm,Warm
169,11.5,6.2,small peak - error on δ15N will be higher,-21.9,31.2,NA,NA,NA,2024,Both,1,Both1,Warm,5,Warm5,O,49,T,2024_Both01_Warm05_O49_T,NA,Hyp,Warm,Norm,Warm
170,14.5,0.1,small peak - error on δ15N will be higher,-8.1,16.1,NA,NA,NA,2024,Both,1,Both1,Warm,5,Warm5,O,49,S,2024_Both01_Warm05_O49_S,3/26 SC ended with this one today,Hyp,Warm,Norm,Warm
171,11.8,0.2,NA,-6.3,14.5,NA,NA,NA,2024,Both,4,Both4,Warm,5,Warm5,O,55,S,2024_Both04_Warm05_O55_S,3/24/25 SKM was once a double but there is only one shell of the second oyster. likely fine to include in analysis because second shell likely already there when entering phase 2.3/28 SC Started with this one today,Hyp,Warm,Norm,Warm
172,12.4,0.2,NA,-8.5,16.4,NA,NA,NA,2024,Warm,2,Warm2,Warm,5,Warm5,G,52,S,2024_Warm02_Warm05_G52_S,NA,Norm,Warm,Norm,Warm
173,11.8,0.2,NA,-11.1,18.9,NA,NA,NA,2024,Cont,3,Cont3,Warm,5,Warm5,W,53,S,2024_Cont03_Warm05_W53_S,NA,Norm,Ambient,Norm,Warm
174,12.2,8.9,NA,-24.1,39.2,NA,NA,NA,2024,Both,4,Both4,Warm,5,Warm5,O,55,T,2024_Both04_Warm05_O55_T,NA,Hyp,Warm,Norm,Warm
175,12.4,10.2,NA,-24.3,42.3,NA,NA,NA,2024,Warm,2,Warm2,Warm,5,Warm5,G,52,T,2024_Warm02_Warm05_G52_T,NA,Norm,Warm,Norm,Warm
176,11.9,9.9,NA,-24,41.3,NA,NA,NA,2024,Cont,3,Cont3,Warm,5,Warm5,W,53,T,2024_Cont03_Warm05_W53_T,NA,Norm,Ambient,Norm,Warm
177,11.3,0.2,NA,-6.6,14.8,NA,NA,NA,2024,Warm,2,Warm2,Both,4,Both4,G,40,S,2024_Warm02_Both04_G40_S,NA,Norm,Warm,Hyp,Warm
178,11.5,0.2,NA,-8.6,16.5,NA,NA,NA,2024,Cont,4,Cont4,Both,4,Both4,W,44,S,2024_Cont04_Both04_W44_S,NA,Norm,Ambient,Hyp,Warm
179,12.4,0.2,NA,-10.2,18,NA,NA,NA,2024,Warm,1,Warm1,Both,4,Both4,G,38,S,2024_Warm01_Both04_G38_S,NA,Norm,Warm,Hyp,Warm
180,12.5,9.6,NA,-24.4,44.3,NA,NA,NA,2024,Warm,2,Warm2,Both,4,Both4,G,40,T,2024_Warm02_Both04_G40_T,NA,Norm,Warm,Hyp,Warm
181,12.3,6.1,small peak - error on δ15N will be higher,-25.5,57.8,NA,NA,NA,2024,Cont,4,Cont4,Both,4,Both4,W,44,T,2024_Cont04_Both04_W44_T,NA,Norm,Ambient,Hyp,Warm
182,12.7,9.8,NA,-23.8,40.5,NA,NA,NA,2024,Warm,1,Warm1,Both,4,Both4,G,38,T,2024_Warm01_Both04_G38_T,SC 3/28 Ended with this one today,Norm,Warm,Hyp,Warm
183,14.6,0.2,NA,-7.6,15.8,NA,NA,NA,2024,Both,2,Both2,Both,4,Both4,O,40,S,2024_Both02_Both04_O40_S,3/31 SKM started with this one todsy,Hyp,Warm,Hyp,Warm
184,5,0.4,NA,-8.4,16.7,NA,NA,NA,2024,Both,6,Both6,Both,4,Both4,O,47,S,2024_Both06_Both04_O47_S,NA,Hyp,Warm,Hyp,Warm
185,12.2,0.3,NA,-9.5,17.3,NA,NA,NA,2024,Cont,6,Cont6,Both,4,Both4,W,48,S,2024_Cont06_Both04_W48_S,NA,Norm,Ambient,Hyp,Warm
186,12.4,9.6,NA,-23.8,40.7,NA,NA,NA,2024,Both,2,Both2,Both,4,Both4,O,40,T,2024_Both02_Both04_O40_T,NA,Hyp,Warm,Hyp,Warm
187,11.5,7.1,NA,-23.6,41.5,NA,NA,NA,2024,Both,6,Both6,Both,4,Both4,O,47,T,2024_Both06_Both04_O47_T,NA,Hyp,Warm,Hyp,Warm
188,11.7,3.9,small peak - error on δ15N will be higher,-22.6,33,NA,NA,NA,2024,Cont,6,Cont6,Both,4,Both4,W,48,T,2024_Cont06_Both04_W48_T,NA,Norm,Ambient,Hyp,Warm
189,8.6,0.3,NA,-9.5,17.5,NA,NA,NA,2024,Both,5,Both5,Warm,2,Warm2,O,22,S,2024_Both05_Warm02_O22_S,NA,Hyp,Warm,Norm,Warm
190,11.9,0.2,NA,-8.9,17.2,NA,Y,Y,2024,Warm,6,Warm6,Warm,2,Warm2,G,24,S,2024_Warm06_Warm02_G24_S,NA,Norm,Warm,Norm,Warm
191,12.7,0.2,NA,-7.3,15.6,NA,NA,NA,2024,Warm,2,Warm2,Warm,2,Warm2,G,15,S,2024_Warm02_Warm02_G15_S,3/31 SKM ended with this one today,Norm,Warm,Norm,Warm
192,12.5,9.3,NA,-23.4,39,NA,NA,NA,2024,Both,5,Both5,Warm,2,Warm2,O,22,T,2024_Both05_Warm02_O22_T,SC 4/2 started with this one today,Hyp,Warm,Norm,Warm
193,12.1,7.8,NA,-22.5,35.1,NA,Y,Y,2024,Warm,6,Warm6,Warm,2,Warm2,G,24,T,2024_Warm06_Warm02_G24_T,NA,Norm,Warm,Norm,Warm
194,13,9.1,NA,-24.1,39.6,NA,NA,NA,2024,Warm,2,Warm2,Warm,2,Warm2,G,15,T,2024_Warm02_Warm02_G15_T,NA,Norm,Warm,Norm,Warm
195,12.3,0.1,NA,-6.3,14.8,NA,NA,NA,2024,Hyp,4,Hyp4,Both,4,Both4,B,43,S,2024_Hyp04_Both04_B43_S,NA,Hyp,Ambient,Hyp,Warm
196,12.4,0.2,NA,-9.9,18,two samples in well B12 - possibly mixed up with 220,NA,NA,2024,Both,6,Both6,Warm,2,Warm2,O,24,S,2024_Both06_Warm02_O24_S,NA,Hyp,Warm,Norm,Warm
197,12.6,9.3,NA,-24.6,47,NA,NA,NA,2024,Hyp,4,Hyp4,Both,4,Both4,B,43,T,2024_Hyp04_Both04_B43_T,NA,Hyp,Ambient,Hyp,Warm
198,12.6,10.1,NA,-23.5,40,NA,NA,NA,2024,Both,6,Both6,Warm,2,Warm2,O,24,T,2024_Both06_Warm02_O24_T,NA,Hyp,Warm,Norm,Warm
199,12,0.2,NA,-8,16.2,NA,NA,NA,2024,Cont,6,Cont6,Warm,2,Warm2,W,24,S,2024_Cont06_Warm02_W24_S,NA,Norm,Ambient,Norm,Warm
200,11.5,0.2,NA,-8.7,16.9,NA,NA,NA,2024,Cont,3,Cont3,Warm,2,Warm2,W,17,S,2024_Cont03_Warm02_W17_S,NA,Norm,Ambient,Norm,Warm
201,11.8,0.2,NA,-9,17,NA,NA,NA,2024,Hyp,1,Hyp1,Warm,2,Warm2,B,13,S,2024_Hyp01_Warm02_B13_S,SC 4/2 Ended with this one today,Hyp,Ambient,Norm,Warm
202,12.4,9.3,NA,-23.6,38.5,NA,NA,NA,2024,Cont,6,Cont6,Warm,2,Warm2,W,24,T,2024_Cont06_Warm02_W24_T,SC 4/4 started with this one today,Norm,Ambient,Norm,Warm
203,12.7,9.2,NA,-23.9,41.6,NA,NA,NA,2024,Cont,3,Cont3,Warm,2,Warm2,W,17,T,2024_Cont03_Warm02_W17_T,NA,Norm,Ambient,Norm,Warm
204,12.2,8.3,NA,-24,43.3,NA,NA,NA,2024,Hyp,1,Hyp1,Warm,2,Warm2,B,13,T,2024_Hyp01_Warm02_B13_T,NA,Hyp,Ambient,Norm,Warm
205,12.2,0.2,NA,-8.5,16.8,NA,NA,NA,2024,Hyp,4,Hyp4,Warm,2,Warm2,B,19,S,2024_Hyp04_Warm02_B19_S,NA,Hyp,Ambient,Norm,Warm
206,16.3,0.2,NA,-7.6,15.9,NA,NA,NA,2024,Cont,2,Cont2,Cont,2,Cont2,W,15,S,2024_Cont02_Cont02_W15_S,NA,Norm,Ambient,Norm,Ambient
207,12.9,0.2,NA,-6,14.5,NA,NA,NA,2024,Both,4,Both4,Cont,2,Cont2,O,19,S,2024_Both04_Cont02_O19_S,NA,Hyp,Warm,Norm,Ambient
208,13.2,5.8,small peak - error on δ15N will be higher,-24.8,50.6,NA,NA,NA,2024,Hyp,4,Hyp4,Warm,2,Warm2,B,19,T,2024_Hyp04_Warm02_B19_T,NA,Hyp,Ambient,Norm,Warm
209,13,9.9,NA,-24.3,41.9,NA,NA,NA,2024,Cont,2,Cont2,Cont,2,Cont2,W,15,T,2024_Cont02_Cont02_W15_T,NA,Norm,Ambient,Norm,Ambient
210,12.8,9.8,NA,-24.1,40.5,NA,NA,NA,2024,Both,4,Both4,Cont,2,Cont2,O,19,T,2024_Both04_Cont02_O19_T,4/4 SC ended with this one today,Hyp,Warm,Norm,Ambient
211,12.7,9.9,NA,-24.1,40.3,NA,NA,NA,2024,Hyp,6,Hyp6,Cont,2,Cont2,B,23,T,2024_Hyp06_Cont02_B23_T,4/9 SC started with this one today,Hyp,Ambient,Norm,Ambient
212,12.3,9.4,NA,-23.8,39.2,NA,NA,NA,2024,Hyp,3,Hyp3,Cont,2,Cont2,B,18,T,2024_Hyp03_Cont02_B18_T,NA,Hyp,Ambient,Norm,Ambient
213,12.8,9.4,NA,-23.4,37.3,NA,NA,NA,2024,Warm,4,Warm4,Cont,2,Cont2,G,20,T,2024_Warm04_Cont02_G20_T,NA,Norm,Warm,Norm,Ambient
214,13.3,0.2,NA,-9.3,16.9,NA,NA,NA,2024,Hyp,6,Hyp6,Cont,2,Cont2,B,23,S,2024_Hyp06_Cont02_B23_S,NA,Hyp,Ambient,Norm,Ambient
215,12.9,0.3,NA,-8,16.1,NA,NA,NA,2024,Hyp,3,Hyp3,Cont,2,Cont2,B,18,S,2024_Hyp03_Cont02_B18_S,NA,Hyp,Ambient,Norm,Ambient
216,12.4,0.3,NA,-9.3,17.1,NA,NA,NA,2024,Warm,4,Warm4,Cont,2,Cont2,G,20,S,2024_Warm04_Cont02_G20_S,4/9 SC ended with this one today,Norm,Warm,Norm,Ambient
217,12,9,NA,-23.5,40.4,NA,NA,NA,2024,Cont,6,Cont6,Hyp,5,Hyp5,W,60,T,2024_Cont06_Hyp05_W60_T,4/16 SKM started w this one,Norm,Ambient,Hyp,Ambient
218,12.5,9.3,NA,-24.2,40.9,NA,Y,Y,2024,Warm,3,Warm3,Hyp,5,Hyp5,G,53,T,2024_Warm03_Hyp05_G53_T,NA,Norm,Warm,Hyp,Ambient
219,12.8,9.1,NA,-24.9,46,NA,NA,NA,2024,Warm,5,Warm5,Hyp,5,Hyp5,G,57,T,2024_Warm05_Hyp05_G57_T,NA,Norm,Warm,Hyp,Ambient
220,10.4,0.2,NA,-7.3,15.7,two samples in well B12 - possibly mixed up with 196,NA,NA,2024,Cont,6,Cont6,Hyp,5,Hyp5,W,60,S,2024_Cont06_Hyp05_W60_S,NA,Norm,Ambient,Hyp,Ambient
221,12.2,0.2,NA,-6.8,15,NA,Y,Y,2024,Warm,3,Warm3,Hyp,5,Hyp5,G,53,S,2024_Warm03_Hyp05_G53_S,NA,Norm,Warm,Hyp,Ambient
222,12,0.2,NA,-6.8,15.3,NA,NA,NA,2024,Warm,5,Warm5,Hyp,5,Hyp5,G,57,S,2024_Warm05_Hyp05_G57_S,NA,Norm,Warm,Hyp,Ambient
223,12.4,9.1,NA,-24.3,42.7,NA,NA,NA,2024,Both,6,Both6,Hyp,5,Hyp5,O,60,T,2024_Both06_Hyp05_O60_T,NA,Hyp,Warm,Hyp,Ambient
224,12.4,5.7,small peak - error on δ15N will be higher,-25.8,60,NA,NA,NA,2024,Cont,5,Cont5,Hyp,5,Hyp5,W,57,T,2024_Cont05_Hyp05_W57_T,dropped sample on counter,Norm,Ambient,Hyp,Ambient
225,12.3,6.6,NA,-24.6,47.2,NA,NA,NA,2024,Hyp,1,Hyp1,Hyp,5,Hyp5,B,50,T,2024_Hyp01_Hyp05_B50_T,NA,Hyp,Ambient,Hyp,Ambient
226,12,0.2,NA,-8.1,16.1,NA,NA,NA,2024,Both,6,Both6,Hyp,5,Hyp5,O,60,S,2024_Both06_Hyp05_O60_S,NA,Hyp,Warm,Hyp,Ambient
227,11.9,0.2,NA,-7,15.2,NA,NA,NA,2024,Cont,5,Cont5,Hyp,5,Hyp5,W,57,S,2024_Cont05_Hyp05_W57_S,bee tag may have flaked into sample,Norm,Ambient,Hyp,Ambient
228,12.4,0.2,NA,-8.6,16.5,NA,NA,NA,2024,Hyp,1,Hyp1,Hyp,5,Hyp5,B,50,S,2024_Hyp01_Hyp05_B50_S,4/16 SKM ended with this one,Hyp,Ambient,Hyp,Ambient
229,9.4,0.3,NA,-9.9,17.8,NA,NA,NA,2024,Both,1,Both1,Hyp,5,Hyp5,O,49,S,2024_Both01_Hyp05_O49_S,4/25/25 SC Started with this one today,Hyp,Warm,Hyp,Ambient
230,14.5,0.2,NA,-10.1,18.1,NA,NA,NA,2024,Hyp,3,Hyp3,Hyp,5,Hyp5,B,54,S,2024_Hyp03_Hyp05_B54_S,NA,Hyp,Ambient,Hyp,Ambient
231,12.8,8.5,NA,-24,40.3,NA,NA,NA,2024,Both,1,Both1,Hyp,5,Hyp5,O,49,T,2024_Both01_Hyp05_O49_T,NA,Hyp,Warm,Hyp,Ambient
232,12.6,8.4,NA,-24.7,50.4,NA,NA,NA,2024,Hyp,3,Hyp3,Hyp,5,Hyp5,B,54,T,2024_Hyp03_Hyp05_B54_T,4/25/25 SC Ended with this one today,Hyp,Ambient,Hyp,Ambient
233,12.5,0.2,NA,-5.3,14.5,NA,NA,NA,2024,Cont,1,Cont1,Cont,2,Cont2,W,14,S,2024_Cont01_Cont02_W14_S,5/12/2025 SC started with this one today,Norm,Ambient,Norm,Ambient
234,11.6,0.2,NA,-9.1,17,NA,NA,NA,2024,Warm,3,Warm3,Cont,2,Cont2,G,18,S,2024_Warm03_Cont02_G18_S,NA,Norm,Warm,Norm,Ambient
235,4.4,0.3,NA,-9.1,17.3,NA,Y,Y,2024,Both,5,Both5,Cont,2,Cont2,O,21,S,2024_Both05_Cont02_O21_S,"5/9/25 SC dead oyster, had no tissue",Hyp,Warm,Norm,Ambient
236,12.7,10.1,NA,-23.7,39.4,NA,NA,NA,2024,Cont,1,Cont1,Cont,2,Cont2,W,14,T,2024_Cont01_Cont02_W14_T,NA,Norm,Ambient,Norm,Ambient
237,12.1,9.7,NA,-23.9,40,NA,NA,NA,2024,Warm,3,Warm3,Cont,2,Cont2,G,18,T,2024_Warm03_Cont02_G18_T,NA,Norm,Warm,Norm,Ambient
238,10.8,0.3,NA,-7.6,15.9,NA,NA,NA,2024,Hyp,2,Hyp2,Cont,3,Cont3,B,27,S,2024_Hyp02_Cont03_B27_S,NA,Hyp,Ambient,Norm,Ambient
239,13,0.3,NA,-9.3,17.2,NA,NA,NA,2024,Warm,5,Warm5,Cont,3,Cont3,G,33,S,2024_Warm05_Cont03_G33_S,NA,Norm,Warm,Norm,Ambient
240,12.5,0.2,NA,-6.1,14.8,NA,NA,NA,2024,Warm,2,Warm2,Cont,3,Cont3,G,28,S,2024_Warm02_Cont03_G28_S,NA,Norm,Warm,Norm,Ambient
241,12.2,6.9,NA,-22.5,33,NA,NA,NA,2024,Hyp,2,Hyp2,Cont,3,Cont3,B,27,T,2024_Hyp02_Cont03_B27_T,NA,Hyp,Ambient,Norm,Ambient
242,12.1,8.3,NA,-23.4,35.6,NA,NA,NA,2024,Warm,5,Warm5,Cont,3,Cont3,G,33,T,2024_Warm05_Cont03_G33_T,NA,Norm,Warm,Norm,Ambient
243,12.2,8.3,NA,-23.9,35,NA,NA,NA,2024,Warm,2,Warm2,Cont,3,Cont3,G,28,T,2024_Warm02_Cont03_G28_T,NA,Norm,Warm,Norm,Ambient
244,12.6,0.2,NA,-8.4,16.5,NA,NA,NA,2024,Cont,3,Cont3,Cont,3,Cont3,W,30,S,2024_Cont03_Cont03_W30_S,NA,Norm,Ambient,Norm,Ambient
245,12.7,10.5,NA,-24.3,42.5,NA,NA,NA,2024,Cont,3,Cont3,Cont,3,Cont3,W,30,T,2024_Cont03_Cont03_W30_T,5/12/2025 SC ended with this one today,Norm,Ambient,Norm,Ambient
246,12.5,0.2,NA,-8.2,16.2,NA,NA,NA,2024,Cont,1,Cont1,Cont,3,Cont3,W,26,S,2024_Cont01_Cont03_W26_S,5/19 SKM started with this one today,Norm,Ambient,Norm,Ambient
247,11.8,0.2,NA,-7,15.4,NA,NA,NA,2024,Hyp,5,Hyp5,Cont,3,Cont3,B,33,S,2024_Hyp05_Cont03_B33_S,NA,Hyp,Ambient,Norm,Ambient
248,12.5,0.3,NA,-7.1,15.2,NA,NA,NA,2024,Both,6,Both6,Cont,3,Cont3,O,35,S,2024_Both06_Cont03_O35_S,NA,Hyp,Warm,Norm,Ambient
249,12.2,10,NA,-24.4,45.5,NA,NA,NA,2024,Cont,1,Cont1,Cont,3,Cont3,W,26,T,2024_Cont01_Cont03_W26_T,"clumped, put back in drying oven",Norm,Ambient,Norm,Ambient
250,12,7.1,small peak - error on δ15N will be higher,-22.9,35.4,NA,NA,NA,2024,Hyp,5,Hyp5,Cont,3,Cont3,B,33,T,2024_Hyp05_Cont03_B33_T,NA,Hyp,Ambient,Norm,Ambient
251,12.3,10.3,NA,-24,42,NA,NA,NA,2024,Both,6,Both6,Cont,3,Cont3,O,35,T,2024_Both06_Cont03_O35_T,NA,Hyp,Warm,Norm,Ambient
252,12.3,0.2,NA,-7.3,15.5,NA,NA,NA,2024,Both,2,Both2,Cont,3,Cont3,O,27,S,2024_Both02_Cont03_O27_S,NA,Hyp,Warm,Norm,Ambient
253,12.6,8.1,NA,-24.8,46.7,NA,NA,NA,2024,Both,2,Both2,Cont,3,Cont3,O,27,T,2024_Both02_Cont03_O27_T,"5/19 AM ended with this one today; clumped, put back into drying oven",Hyp,Warm,Norm,Ambient
254,12.8,0.2,NA,-7.8,16.1,NA,NA,NA,2024,Cont,2,Cont2,Hyp,4,Hyp4,W,40,S,2024_Cont02_Hyp04_W40_S,5/21/2025 SC started with this one today,Norm,Ambient,Hyp,Ambient
255,7,0.3,NA,-10,18.1,NA,NA,NA,2024,Hyp,4,Hyp4,Hyp,4,Hyp4,B,43,S,2024_Hyp04_Hyp04_B43_S,NA,Hyp,Ambient,Hyp,Ambient
256,12.2,0.2,NA,-8,16.2,NA,NA,NA,2024,Warm,3,Warm3,Hyp,4,Hyp4,G,41,S,2024_Warm03_Hyp04_G41_S,NA,Norm,Warm,Hyp,Ambient
257,13.3,7.4,small peak - error on δ15N will be higher,-25.1,51.5,NA,NA,NA,2024,Cont,2,Cont2,Hyp,4,Hyp4,W,40,T,2024_Cont02_Hyp04_W40_T,NA,Norm,Ambient,Hyp,Ambient
258,12.3,9.1,NA,-24.3,43.3,NA,NA,NA,2024,Hyp,4,Hyp4,Hyp,4,Hyp4,B,43,T,2024_Hyp04_Hyp04_B43_T,NA,Hyp,Ambient,Hyp,Ambient
259,12.2,8,NA,-22.6,34.8,NA,NA,NA,2024,Warm,3,Warm3,Hyp,4,Hyp4,G,41,T,2024_Warm03_Hyp04_G41_T,NA,Norm,Warm,Hyp,Ambient
260,10.9,0.2,NA,-8,16.2,NA,NA,NA,2024,Cont,1,Cont1,Hyp,4,Hyp4,W,38,S,2024_Cont01_Hyp04_W38_S,NA,Norm,Ambient,Hyp,Ambient
261,11.7,0.2,NA,-9.6,17.4,NA,NA,NA,2024,Both,2,Both2,Hyp,4,Hyp4,O,40,S,2024_Both02_Hyp04_O40_S,NA,Hyp,Warm,Hyp,Ambient
